sample_id,target,sample_type,event_date,latitude,longitude,state,is_ner,month,year,rain_1d,rain_3d,rain_7d,precip_1d,precip_3d,precip_7d,precip_hours_1d,precip_hours_3d,precip_hours_7d,temp_mean,temp_max,temp_min,wind_max
POS_01731,1,landslide_event,2015-08-01,24.004,93.9815,Manipur,True,8,2015,11.3,392.8,594.3,11.3,392.8,594.3,22.0,70.0,166.0,21.7,25.0,19.6,6.2
POS_01751,1,landslide_event,2015-08-08,31.8028,76.757,Himachal Pradesh,False,8,2015,38.9,181.7,229.5,38.9,181.7,229.5,21.0,67.0,130.0,22.7,23.8,22.0,5.6
POS_01749,1,landslide_event,2015-08-08,32.9961,75.1994,Jammu and Kashmir,False,8,2015,5.6,12.8,65.10000000000001,5.6,12.8,65.10000000000001,16.0,39.0,85.0,27.4,30.1,25.8,8.4
POS_01764,1,landslide_event,2015-08-13,31.7756,76.9876,Himachal Pradesh,False,8,2015,17.3,87.9,295.40000000000003,17.3,87.9,295.40000000000003,19.0,49.0,130.0,23.3,26.0,20.6,6.6
POS_01771,1,landslide_event,2015-08-18,28.1737,94.7596,Arunachal Pradesh,True,8,2015,50.1,140.0,200.60000000000002,50.1,140.0,200.60000000000002,24.0,72.0,155.0,26.7,27.7,25.9,7.5
POS_01772,1,landslide_event,2015-08-18,25.5145,90.2023,Meghalaya,True,8,2015,51.0,92.4,138.0,51.0,92.4,138.0,24.0,61.0,112.0,26.8,29.6,25.7,11.3
POS_01776,1,landslide_event,2015-08-19,26.0214,94.5224,Nagaland,True,8,2015,26.3,47.6,81.7,26.3,47.6,81.7,15.0,44.0,100.0,18.8,21.2,16.4,6.5
CTRL_01732,0,matched_control,2015-08-22,24.004,93.9815,Manipur,True,8,2015,7.7,52.9,103.00000000000001,7.7,52.9,103.00000000000001,18.0,60.0,105.0,22.9,25.4,21.0,5.6
CTRL_01730,0,matched_control,2015-08-22,24.954,94.2156,Manipur,True,8,2015,9.4,36.599999999999994,50.99999999999999,9.4,36.599999999999994,50.99999999999999,19.0,45.0,85.0,19.0,21.9,17.0,6.9
CTRL_01750,0,matched_control,2015-08-29,32.9961,75.1994,Jammu and Kashmir,False,8,2015,1.2,4.5,8.3,1.2,4.5,8.3,4.0,17.0,30.0,26.5,31.2,22.3,7.9
CTRL_01752,0,matched_control,2015-08-29,31.8028,76.757,Himachal Pradesh,False,8,2015,0.4,2.1,7.3,0.4,2.1,7.3,2.0,9.0,30.0,24.1,28.8,20.2,7.6
POS_01803,1,landslide_event,2015-09-05,25.4551,84.5322,Bihar,False,9,2015,0.0,0.0,11.2,0.0,0.0,11.2,0.0,0.0,31.0,30.7,35.4,26.7,17.4
POS_01811,1,landslide_event,2015-09-07,11.81,78.2253,Tamil Nadu,False,9,2015,2.3,27.099999999999998,49.099999999999994,2.3,27.099999999999998,49.099999999999994,9.0,28.0,47.0,20.9,25.5,18.8,14.8
POS_01817,1,landslide_event,2015-09-16,18.7828,82.7935,Odisha,False,9,2015,42.3,181.3,296.0,42.3,181.3,296.0,16.0,63.0,123.0,22.4,23.0,21.7,30.3
POS_01818,1,landslide_event,2015-09-21,19.4662,72.8276,Maharashtra,False,9,2015,5.3,21.4,69.4,5.3,21.4,69.4,23.0,65.0,119.0,27.2,28.3,26.0,26.6
CTRL_01804,0,matched_control,2015-09-26,25.4551,84.5322,Bihar,False,9,2015,0.0,0.0,35.5,0.0,0.0,35.5,0.0,0.0,59.0,28.7,34.1,25.0,9.8
CTRL_01812,0,matched_control,2015-09-28,11.81,78.2253,Tamil Nadu,False,9,2015,30.0,68.19999999999999,96.8,30.0,68.19999999999999,96.8,9.0,29.0,50.0,20.6,26.1,17.6,4.6
POS_01835,1,landslide_event,2015-11-14,12.9746,80.2119,Tamil Nadu,False,11,2015,3.8,37.6,190.0,3.8,37.6,190.0,9.0,52.0,128.0,26.8,28.7,25.2,25.3
POS_01836,1,landslide_event,2015-12-07,10.2288,77.4767,Tamil Nadu,False,12,2015,25.8,113.2,167.39999999999998,25.8,113.2,167.39999999999998,20.0,68.0,133.0,19.3,20.8,18.3,6.9
CTRL_01837,0,matched_control,2015-12-28,10.2288,77.4767,Tamil Nadu,False,12,2015,1.0,4.3999999999999995,4.6,1.0,4.3999999999999995,4.6,5.0,19.0,20.0,19.2,23.2,16.4,9.5
POS_01861,1,landslide_event,2016-05-18,24.5308,92.5121,Assam,True,5,2016,24.8,71.10000000000001,125.9,24.8,71.10000000000001,125.9,18.0,50.0,105.0,24.5,28.0,22.5,9.8
POS_01862,1,landslide_event,2016-05-18,24.4638,92.4943,Assam,True,5,2016,24.8,71.10000000000001,125.9,24.8,71.10000000000001,125.9,18.0,50.0,105.0,24.5,28.0,22.5,9.8
CTRL_01885,0,matched_control,2016-06-01,26.1961,91.7825,Assam,True,6,2016,2.8,13.6,59.9,2.8,13.6,59.9,8.0,26.0,67.0,28.6,31.8,25.5,8.2
POS_01876,1,landslide_event,2016-06-12,26.1677,94.2442,Nagaland,True,6,2016,15.0,61.8,113.4,15.0,61.8,113.4,19.0,50.0,100.0,25.7,27.5,23.3,8.3
POS_01881,1,landslide_event,2016-06-18,15.0275,74.1623,Goa,False,6,2016,14.5,26.3,76.7,14.5,26.3,76.7,20.0,56.0,146.0,26.8,30.5,24.6,14.9
POS_01882,1,landslide_event,2016-06-21,32.99,75.1892,Jammu and Kashmir,False,6,2016,9.1,20.2,43.699999999999996,9.1,20.2,43.699999999999996,15.0,33.0,70.0,26.2,31.0,23.5,8.6
POS_01883,1,landslide_event,2016-06-21,19.19,73.009,Maharashtra,False,6,2016,34.8,73.80000000000001,85.60000000000002,34.8,73.80000000000001,85.60000000000002,20.0,56.0,107.0,28.7,31.4,26.9,14.0
POS_01884,1,landslide_event,2016-06-22,26.1961,91.7825,Assam,True,6,2016,9.8,19.0,122.6,9.8,19.0,122.6,21.0,41.0,108.0,27.9,30.2,26.8,15.8
CTRL_01944,0,matched_control,2016-07-05,26.0101,94.5282,Nagaland,True,7,2016,12.1,71.1,167.7,12.1,71.1,167.7,20.0,60.0,134.0,19.7,22.3,16.7,3.9
CTRL_01960,0,matched_control,2016-07-10,19.1869,73.02,Maharashtra,False,7,2016,14.9,44.3,79.4,14.9,44.3,79.4,24.0,62.0,124.0,27.9,29.2,27.1,23.0
POS_01920,1,landslide_event,2016-07-11,26.1699,94.4922,Nagaland,True,7,2016,21.9,47.9,115.2,21.9,47.9,115.2,17.0,50.0,121.0,25.4,27.5,22.7,6.2
POS_01923,1,landslide_event,2016-07-14,26.1768,91.7702,Assam,True,7,2016,10.4,29.299999999999997,133.7,10.4,29.299999999999997,133.7,22.0,46.0,120.0,29.5,32.4,27.6,8.2
POS_01924,1,landslide_event,2016-07-14,26.1963,91.8074,Assam,True,7,2016,10.4,29.299999999999997,133.7,10.4,29.299999999999997,133.7,22.0,46.0,120.0,29.5,32.4,27.6,8.2
POS_01931,1,landslide_event,2016-07-17,29.9551,78.1677,Uttarakhand,False,7,2016,127.3,222.0,241.60000000000002,127.3,222.0,241.60000000000002,24.0,64.0,115.0,26.8,27.3,26.3,5.4
POS_01930,1,landslide_event,2016-07-17,31.5007,78.1758,Himachal Pradesh,False,7,2016,13.2,72.8,97.5,20.7,81.0,105.7,15.0,63.0,112.0,20.6,23.2,17.7,4.5
POS_01934,1,landslide_event,2016-07-19,28.235,94.9612,Arunachal Pradesh,True,7,2016,30.1,94.60000000000001,225.29999999999998,30.1,94.60000000000001,225.29999999999998,24.0,72.0,158.0,25.1,25.6,24.2,4.9
POS_01937,1,landslide_event,2016-07-20,26.1966,91.802,Assam,True,7,2016,15.9,51.800000000000004,157.70000000000002,15.9,51.800000000000004,157.70000000000002,20.0,54.0,137.0,28.1,30.6,26.6,7.6
POS_01943,1,landslide_event,2016-07-26,26.0101,94.5282,Nagaland,True,7,2016,1.5,76.4,112.3,1.5,76.4,112.3,8.0,51.0,115.0,19.0,21.8,16.3,6.9
POS_01959,1,landslide_event,2016-07-31,19.1869,73.02,Maharashtra,False,7,2016,53.8,107.3,180.6,53.8,107.3,180.6,24.0,68.0,157.0,26.1,26.8,25.7,15.4
POS_01975,1,landslide_event,2016-08-07,33.2483,75.2131,Jammu and Kashmir,False,8,2016,17.1,24.400000000000002,53.800000000000004,17.1,24.400000000000002,53.800000000000004,13.0,35.0,84.0,20.4,21.6,18.7,5.5
CTRL_01976,0,matched_control,2016-08-28,33.2483,75.2131,Jammu and Kashmir,False,8,2016,2.2,15.1,31.299999999999997,2.2,15.1,31.299999999999997,9.0,32.0,58.0,19.9,22.8,17.3,5.1
POS_01999,1,landslide_event,2016-10-15,27.172,88.5292,Sikkim,True,10,2016,1.5,49.7,158.6,1.5,49.7,158.6,9.0,42.0,128.0,13.4,17.5,10.4,4.5
POS_02003,1,landslide_event,2016-10-17,17.4655,78.4606,Telangana,False,10,2016,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,1.0,24.2,30.1,19.3,13.2
